,customer_id,customer_name,phone_number,message,extracted_date
7375,25,Steven Johnson,9586160238,Spent Rs.723 On IDBI Bank Card 5612 At GONZALEZ-DIAZ. On 2024-12-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2024-12-21
7398,25,Steven Johnson,9586160238,"Greetings, Your SIP of 21/01/2025 for Rs.4659.79 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.609.subject to realisation.Mirae Asset MF",2025-01-21
7400,25,Steven Johnson,9586160238,"Spent Rs.9350 On IDBI Bank Card 5612 At SIMON, MCKEE AND TAYLOR. On 2025-01-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-01-31
7423,25,Steven Johnson,9586160238,"Greetings, Your SIP of 20/02/2025 for Rs.1837.31 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 16.174.subject to realisation.Mirae Asset MF",2025-02-20
7424,25,Steven Johnson,9586160238,Spent Rs.1752 On IDBI Bank Card 5612 At GLASS-JOHNSON. On 2025-02-28:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808,2025-02-28
7447,25,Steven Johnson,9586160238,"Greetings, Your SIP of 22/03/2025 for Rs.3919.79 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.420.subject to realisation.Mirae Asset MF",2025-03-22
7449,25,Steven Johnson,9586160238,"Spent Rs.11949 On IDBI Bank Card 5612 At TUCKER, MILLER AND GARCIA. On 2025-03-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-03-29
7472,25,Steven Johnson,9586160238,"Greetings, Your SIP of 21/04/2025 for Rs.3618.81 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 44.831.subject to realisation.Mirae Asset MF",2025-04-21
7474,25,Steven Johnson,9586160238,"Spent Rs.13692 On IDBI Bank Card 5612 At TREVINO, VELAZQUEZ AND REED. On 2025-04-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 5612 to 7308080808",2025-04-23
7497,26,Mark Obrien,9813909353,"Greetings, Your SIP of 26/05/2024 for Rs.3338.67 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.358.subject to realisation.Mirae Asset MF",2024-05-26
7499,26,Mark Obrien,9813909353,Spent Rs.957 On ICICI Bank Card 1347 At GARNER-WHITE. On 2024-06-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-06-04
7501,26,Mark Obrien,9813909353,"Alert! Premium of Rs. 13741.94 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
7523,26,Mark Obrien,9813909353,"Greetings, Your SIP of 25/06/2024 for Rs.560.96 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 13.694.subject to realisation.Mirae Asset MF",2024-06-25
7524,26,Mark Obrien,9813909353,Spent Rs.14498 On ICICI Bank Card 1347 At JORDAN GROUP. On 2024-07-07:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-07
7547,26,Mark Obrien,9813909353,"Greetings, Your SIP of 25/07/2024 for Rs.3749.67 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 14.902.subject to realisation.Mirae Asset MF",2024-07-25
7549,26,Mark Obrien,9813909353,"Spent Rs.13113 On ICICI Bank Card 1347 At ARMSTRONG, BANKS AND WEBSTER. On 2024-07-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-07-26
7572,26,Mark Obrien,9813909353,"Greetings, Your SIP of 24/08/2024 for Rs.2375.95 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 21.383.subject to realisation.Mirae Asset MF",2024-08-24
7573,26,Mark Obrien,9813909353,"Spent Rs.2447 On ICICI Bank Card 1347 At SILVA, WALKER AND RUIZ. On 2024-08-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-08-29
7596,26,Mark Obrien,9813909353,"Greetings, Your SIP of 23/09/2024 for Rs.4222.45 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.644.subject to realisation.Mirae Asset MF",2024-09-23
7598,26,Mark Obrien,9813909353,"Spent Rs.1918 On ICICI Bank Card 1347 At ALLISON, GONZALEZ AND ADAMS. On 2024-09-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-09-25
7621,26,Mark Obrien,9813909353,"Greetings, Your SIP of 23/10/2024 for Rs.1247.21 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 12.455.subject to realisation.Mirae Asset MF",2024-10-23
7623,26,Mark Obrien,9813909353,"Spent Rs.14426 On ICICI Bank Card 1347 At HOLLAND, WALLS AND KNAPP. On 2024-10-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-10-27
7646,26,Mark Obrien,9813909353,"Greetings, Your SIP of 22/11/2024 for Rs.3367.66 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.335.subject to realisation.Mirae Asset MF",2024-11-22
7648,26,Mark Obrien,9813909353,"Spent Rs.4044 On ICICI Bank Card 1347 At DYER, FOSTER AND ANTHONY. On 2024-11-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-11-25
7650,26,Mark Obrien,9813909353,"Alert! Premium of Rs. 14250.33 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your ICICI Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
7672,26,Mark Obrien,9813909353,"Greetings, Your SIP of 22/12/2024 for Rs.4265.13 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 46.981.subject to realisation.Mirae Asset MF",2024-12-22
7674,26,Mark Obrien,9813909353,Spent Rs.4723 On ICICI Bank Card 1347 At THOMAS-SINGLETON. On 2025-01-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-02
7697,26,Mark Obrien,9813909353,"Greetings, Your SIP of 21/01/2025 for Rs.4812.53 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 19.013.subject to realisation.Mirae Asset MF",2025-01-21
7699,26,Mark Obrien,9813909353,"Spent Rs.10649 On ICICI Bank Card 1347 At MURRAY, SIMS AND GARCIA. On 2025-01-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-01-27
7722,26,Mark Obrien,9813909353,"Greetings, Your SIP of 20/02/2025 for Rs.841.49 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 38.598.subject to realisation.Mirae Asset MF",2025-02-20
7723,26,Mark Obrien,9813909353,Spent Rs.11008 On ICICI Bank Card 1347 At CASTRO GROUP. On 2025-03-05:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-05
7746,26,Mark Obrien,9813909353,"Greetings, Your SIP of 22/03/2025 for Rs.4867.0 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 24.266.subject to realisation.Mirae Asset MF",2025-03-22
7748,26,Mark Obrien,9813909353,Spent Rs.6831 On ICICI Bank Card 1347 At WARE GROUP. On 2025-03-29:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-03-29
7771,26,Mark Obrien,9813909353,"Greetings, Your SIP of 21/04/2025 for Rs.3427.71 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.687.subject to realisation.Mirae Asset MF",2025-04-21
7773,26,Mark Obrien,9813909353,Spent Rs.528 On ICICI Bank Card 1347 At EDWARDS AND SONS. On 2025-04-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-04-26
7796,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 26/05/2024 for Rs.3479.11 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 11.079.subject to realisation.Mirae Asset MF",2024-05-26
7798,27,Kayla Anderson,9110332705,"Spent Rs.10289 On HDFC Bank Card 4219 At SCHULTZ, MONROE AND MARTINEZ. On 2024-06-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-06-03
7800,27,Kayla Anderson,9110332705,"Alert! Premium of Rs. 27016.64 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your HDFC Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
7822,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 25/06/2024 for Rs.1043.39 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 19.659.subject to realisation.Mirae Asset MF",2024-06-25
7823,27,Kayla Anderson,9110332705,Spent Rs.7825 On HDFC Bank Card 4219 At COOK-GIBSON. On 2024-07-09:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-07-09
7846,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 25/07/2024 for Rs.4214.78 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 39.662.subject to realisation.Mirae Asset MF",2024-07-25
7848,27,Kayla Anderson,9110332705,"Spent Rs.12727 On HDFC Bank Card 4219 At ROBINSON, MARTIN AND JONES. On 2024-07-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-07-24
7871,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 24/08/2024 for Rs.4668.05 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 43.296.subject to realisation.Mirae Asset MF",2024-08-24
7873,27,Kayla Anderson,9110332705,Spent Rs.2198 On HDFC Bank Card 4219 At SMITH PLC. On 2024-09-02:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-09-02
7896,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 23/09/2024 for Rs.943.67 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 28.452.subject to realisation.Mirae Asset MF",2024-09-23
7898,27,Kayla Anderson,9110332705,Spent Rs.12197 On HDFC Bank Card 4219 At PRICE-LINDSEY. On 2024-09-25:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-09-25
7921,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 23/10/2024 for Rs.3054.84 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 20.045.subject to realisation.Mirae Asset MF",2024-10-23
7923,27,Kayla Anderson,9110332705,Spent Rs.8614 On HDFC Bank Card 4219 At CURTIS-CLINE. On 2024-10-27:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2024-10-27
7946,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 22/11/2024 for Rs.4421.21 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 12.724.subject to realisation.Mirae Asset MF",2024-11-22
7948,27,Kayla Anderson,9110332705,"Spent Rs.12814 On HDFC Bank Card 4219 At RODRIGUEZ, COMBS AND EVANS. On 2024-11-22:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-11-22
7950,27,Kayla Anderson,9110332705,"Alert! Premium of Rs. 16705.86 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your HDFC Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
7972,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 22/12/2024 for Rs.4455.86 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 42.872.subject to realisation.Mirae Asset MF",2024-12-22
7973,27,Kayla Anderson,9110332705,"Spent Rs.5222 On HDFC Bank Card 4219 At CASTILLO, HARPER AND STEPHENS. On 2024-12-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2024-12-26
7996,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 21/01/2025 for Rs.616.29 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 40.991.subject to realisation.Mirae Asset MF",2025-01-21
7998,27,Kayla Anderson,9110332705,"Spent Rs.8856 On HDFC Bank Card 4219 At BRADLEY, RICE AND RYAN. On 2025-01-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2025-01-30
8021,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 20/02/2025 for Rs.3974.49 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 19.266.subject to realisation.Mirae Asset MF",2025-02-20
8023,27,Kayla Anderson,9110332705,"Spent Rs.12205 On HDFC Bank Card 4219 At GRAY, POOLE AND WALKER. On 2025-02-24:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808",2025-02-24
8046,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 22/03/2025 for Rs.3172.0 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.180.subject to realisation.Mirae Asset MF",2025-03-22
8048,27,Kayla Anderson,9110332705,Spent Rs.1379 On HDFC Bank Card 4219 At WARD-SHANNON. On 2025-03-21:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-03-21
8071,27,Kayla Anderson,9110332705,"Greetings, Your SIP of 21/04/2025 for Rs.1523.6 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 25.727.subject to realisation.Mirae Asset MF",2025-04-21
8072,27,Kayla Anderson,9110332705,Spent Rs.7094 On HDFC Bank Card 4219 At GOODWIN LTD. On 2025-05-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 4219 to 7308080808,2025-05-03
8095,28,Richard Hammond,9656706762,"Greetings, Your SIP of 26/05/2024 for Rs.649.65 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 34.441.subject to realisation.Mirae Asset MF",2024-05-26
8097,28,Richard Hammond,9656706762,Spent Rs.3233 On Kotak Bank Card 1347 At ANDRADE INC. On 2024-05-26:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-05-26
8099,28,Richard Hammond,9656706762,"Alert! Premium of Rs. 46709.17 due on 25/05/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Kotak Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-05-25
8121,28,Richard Hammond,9656706762,"Greetings, Your SIP of 25/06/2024 for Rs.4132.89 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 37.639.subject to realisation.Mirae Asset MF",2024-06-25
8122,28,Richard Hammond,9656706762,Spent Rs.11082 On Kotak Bank Card 1347 At PHILLIPS-BERRY. On 2024-07-01:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-01
8145,28,Richard Hammond,9656706762,"Greetings, Your SIP of 25/07/2024 for Rs.3018.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 11.542.subject to realisation.Mirae Asset MF",2024-07-25
8147,28,Richard Hammond,9656706762,Spent Rs.6209 On Kotak Bank Card 1347 At BENSON-CRAIG. On 2024-07-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-07-31
8170,28,Richard Hammond,9656706762,"Greetings, Your SIP of 24/08/2024 for Rs.2006.15 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 11.784.subject to realisation.Mirae Asset MF",2024-08-24
8172,28,Richard Hammond,9656706762,Spent Rs.13566 On Kotak Bank Card 1347 At WELLS-MCKAY. On 2024-08-23:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-08-23
8195,28,Richard Hammond,9656706762,"Greetings, Your SIP of 23/09/2024 for Rs.3269.72 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 26.294.subject to realisation.Mirae Asset MF",2024-09-23
8197,28,Richard Hammond,9656706762,Spent Rs.14193 On Kotak Bank Card 1347 At WHITE PLC. On 2024-10-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-10-04
8220,28,Richard Hammond,9656706762,"Greetings, Your SIP of 23/10/2024 for Rs.2492.83 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 25.934.subject to realisation.Mirae Asset MF",2024-10-23
8221,28,Richard Hammond,9656706762,Spent Rs.14605 On Kotak Bank Card 1347 At WEBB-VALDEZ. On 2024-10-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2024-10-31
8244,28,Richard Hammond,9656706762,"Greetings, Your SIP of 22/11/2024 for Rs.4834.9 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 29.779.subject to realisation.Mirae Asset MF",2024-11-22
8246,28,Richard Hammond,9656706762,"Spent Rs.5152 On Kotak Bank Card 1347 At ANDERSON, KELLEY AND PRUITT. On 2024-12-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2024-12-03
8248,28,Richard Hammond,9656706762,"Alert! Premium of Rs. 22704.28 due on 21/11/2024 for your Tata AIA Life Insurance Policy U184181586 will be debited from your Kotak Bank, account number XXXXXXXXXXXX5829. Kindly maintain sufficient balance in your account. For any assistance call us on 18602669966.",2024-11-21
8270,28,Richard Hammond,9656706762,"Greetings, Your SIP of 22/12/2024 for Rs.1423.84 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 15.587.subject to realisation.Mirae Asset MF",2024-12-22
8272,28,Richard Hammond,9656706762,Spent Rs.3427 On Kotak Bank Card 1347 At SUTTON-RUIZ. On 2025-01-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-01-04
8295,28,Richard Hammond,9656706762,"Greetings, Your SIP of 21/01/2025 for Rs.1651.89 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 32.416.subject to realisation.Mirae Asset MF",2025-01-21
8297,28,Richard Hammond,9656706762,"Spent Rs.3168 On Kotak Bank Card 1347 At SILVA, CANTRELL AND GONZALEZ. On 2025-01-31:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-01-31
8320,28,Richard Hammond,9656706762,"Greetings, Your SIP of 20/02/2025 for Rs.4134.19 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 33.711.subject to realisation.Mirae Asset MF",2025-02-20
8321,28,Richard Hammond,9656706762,"Spent Rs.6523 On Kotak Bank Card 1347 At MCCLAIN, CLARK AND MILLER. On 2025-03-03:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-03-03
8344,28,Richard Hammond,9656706762,"Greetings, Your SIP of 22/03/2025 for Rs.4040.31 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 35.882.subject to realisation.Mirae Asset MF",2025-03-22
8346,28,Richard Hammond,9656706762,"Spent Rs.8249 On Kotak Bank Card 1347 At HERMAN, MITCHELL AND LEWIS. On 2025-04-04:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808",2025-04-04
8369,28,Richard Hammond,9656706762,"Greetings, Your SIP of 21/04/2025 for Rs.2181.38 under Folio XXXXXXX0016 in Mirae Asset Midcap Fund-Regular has been processed for NAV of 19.317.subject to realisation.Mirae Asset MF",2025-04-21
8371,28,Richard Hammond,9656706762,Spent Rs.12983 On Kotak Bank Card 1347 At FRANCIS GROUP. On 2025-04-30:11:19:35.Not You? To Block+Reissue Call 18002586161/SMS BLOCK CC 1347 to 7308080808,2025-04-30
